id_venta,id_producto,cantidad,importe
483,239,5,24215
483,242,1,4954
483,245,2,1130
484,244,1,528
484,247,2,1278
485,249,2,1426
485,252,3,2472
485,255,4,3740
485,258,5,5230
485,261,1,1157
486,254,3,2694
486,257,4,4036
486,260,5,5600
486,263,1,1231
487,259,4,4332
487,262,5,5970
487,265,1,1305
488,264,5,6340
488,267,1,1379
489,269,1,1453
489,272,2,3128
489,275,3,5025
489,278,4,7144
489,281,5,9485
490,274,2,3276
490,277,3,5247
490,280,4,7440
490,283,5,9855
491,279,3,5469
491,282,4,7736
491,285,5,10225
492,284,4,8032
492,287,5,10595
493,289,5,10965
493,292,1,2304
493,295,2,4830
493,298,3,7578
493,301,4,10548
494,294,1,2378
494,297,2,4978
494,300,3,7800
494,303,4,10844
495,299,2,5126
495,302,3,8022
495,305,4,11140
496,304,3,8244
496,307,4,11436
497,309,4,11732
497,312,5,15220
497,315,1,3155
497,318,2,6532
497,121,3,14931
498,314,5,15590
498,317,1,3229
498,320,2,6680
498,123,3,1653
499,319,1,3303
499,122,2,1028
499,125,3,1875
500,124,2,1176
500,127,3,2097
501,129,3,2319
501,132,4,3536
501,135,5,4975
501,138,1,1106
501,141,2,2434
502,134,4,3832
502,137,5,5345
502,140,1,1180
502,143,2,2582
503,139,5,5715
503,142,1,1254
503,145,2,2730
504,144,1,1328
504,147,2,2878
505,149,2,3026
505,152,3,4872
505,155,4,6940
505,158,5,9230
505,161,1,1957
506,154,3,5094
506,157,4,7236
506,160,5,9600
506,163,1,2031
507,159,4,7532
507,162,5,9970
507,165,1,2105
508,164,5,10340
508,167,1,2179
509,169,1,2253
509,172,2,4728
509,175,3,7425
509,178,4,10344
509,181,5,13485
510,174,2,4876
510,177,3,7647
510,180,4,10640
510,183,5,13855
511,179,3,7869
511,182,4,10936
511,185,5,14225
512,184,4,11232
512,187,5,14595
513,189,5,14965
513,192,1,3104
513,195,2,6430
513,198,3,9978
513,201,4,13748
514,194,1,3178
514,197,2,6578
514,200,3,10200
514,203,4,14044
515,199,2,6726
515,202,3,10422
515,205,4,14340
516,204,3,10644
516,207,4,14636
517,209,4,14932
517,212,5,19220
517,215,1,3955
517,218,2,8132
517,221,3,12531
518,214,5,19590
518,217,1,4029
518,220,2,8280
518,223,3,12753
519,219,1,4103
519,222,2,8428
520,227,3,13197
521,229,3,13419
521,232,4,18336
521,235,5,23475
521,238,1,4806
521,241,2,9834
522,234,4,18632
522,237,5,23845
522,240,1,4880
522,243,2,9982
523,239,5,24215
523,242,1,4954
523,245,2,1130
524,244,1,528
524,247,2,1278
525,249,2,1426
525,252,3,2472
525,255,4,3740
525,258,5,5230
525,261,1,1157
526,254,3,2694
526,257,4,4036
526,260,5,5600
526,263,1,1231
527,259,4,4332
527,262,5,5970
527,265,1,1305
528,264,5,6340
528,267,1,1379
529,269,1,1453
529,272,2,3128
529,275,3,5025
529,278,4,7144
529,281,5,9485
530,274,2,3276
530,277,3,5247
530,280,4,7440
530,283,5,9855
531,279,3,5469
531,282,4,7736
531,285,5,10225
532,284,4,8032
532,287,5,10595
533,289,5,10965
533,292,1,2304
533,295,2,4830
533,298,3,7578
533,301,4,10548
534,294,1,2378
534,297,2,4978
534,300,3,7800
534,303,4,10844
535,299,2,5126
535,302,3,8022
535,305,4,11140
536,304,3,8244
536,307,4,11436
537,309,4,11732
537,312,5,15220
537,315,1,3155
537,318,2,6532
537,121,3,14931
538,314,5,15590
538,317,1,3229
538,320,2,6680
538,123,3,1653
539,319,1,3303
539,122,2,1028
539,125,3,1875
540,124,2,1176
540,127,3,2097
541,129,3,2319
541,132,4,3536
541,135,5,4975
541,138,1,1106
541,141,2,2434
542,134,4,3832
542,137,5,5345
542,140,1,1180
542,143,2,2582
543,139,5,5715
543,142,1,1254
543,145,2,2730
544,144,1,1328
544,147,2,2878
545,149,2,3026
545,152,3,4872
545,155,4,6940
545,158,5,9230
545,161,1,1957
546,154,3,5094
546,157,4,7236
546,160,5,9600
546,163,1,2031
547,159,4,7532
547,162,5,9970
547,165,1,2105
548,164,5,10340
548,167,1,2179
549,169,1,2253
549,172,2,4728
549,175,3,7425
549,178,4,10344
549,181,5,13485
550,174,2,4876
550,177,3,7647
550,180,4,10640
550,183,5,13855
551,179,3,7869
551,182,4,10936
551,185,5,14225
552,184,4,11232
552,187,5,14595
553,189,5,14965
553,192,1,3104
553,195,2,6430
553,198,3,9978
553,201,4,13748
554,194,1,3178
554,197,2,6578
554,200,3,10200
554,203,4,14044
555,199,2,6726
555,202,3,10422
555,205,4,14340
556,204,3,10644
556,207,4,14636
557,209,4,14932
557,212,5,19220
557,215,1,3955
557,218,2,8132
557,221,3,12531
558,214,5,19590
558,217,1,4029
558,220,2,8280
558,223,3,12753
559,219,1,4103
559,222,2,8428
559,225,3,12975
560,224,2,8576
560,227,3,13197
561,229,3,13419
561,232,4,18336
561,235,5,23475
561,238,1,4806
561,241,2,9834
562,234,4,18632
562,237,5,23845
562,240,1,4880
562,243,2,9982
563,239,5,24215
563,242,1,4954
563,245,2,1130
564,244,1,528
564,247,2,1278
565,249,2,1426
565,252,3,2472
565,255,4,3740
565,258,5,5230
565,261,1,1157
566,254,3,2694
566,257,4,4036
566,260,5,5600
566,263,1,1231
567,259,4,4332
567,262,5,5970
567,265,1,1305
568,264,5,6340
568,267,1,1379
569,269,1,1453
569,272,2,3128
569,275,3,5025
569,278,4,7144
569,281,5,9485
570,274,2,3276
570,277,3,5247
570,280,4,7440
570,283,5,9855
571,279,3,5469
571,282,4,7736
571,285,5,10225
572,284,4,8032
572,287,5,10595
573,289,5,10965
573,292,1,2304
573,295,2,4830
573,298,3,7578
573,301,4,10548
574,294,1,2378
574,297,2,4978
574,300,3,7800
574,303,4,10844
575,299,2,5126
575,302,3,8022
575,305,4,11140
576,304,3,8244
576,307,4,11436
577,309,4,11732
577,312,5,15220
577,315,1,3155
577,318,2,6532
577,121,3,14931
578,314,5,15590
578,317,1,3229
578,320,2,6680
578,123,3,1653
579,319,1,3303
579,122,2,1028
579,125,3,1875
580,124,2,1176
580,127,3,2097
581,129,3,2319
581,132,4,3536
581,135,5,4975
581,138,1,1106
581,141,2,2434
582,134,4,3832
582,137,5,5345
582,140,1,1180
582,143,2,2582
583,139,5,5715
583,142,1,1254
583,145,2,2730
584,144,1,1328
584,147,2,2878
585,149,2,3026
585,152,3,4872
585,155,4,6940
585,158,5,9230
585,161,1,1957
586,154,3,5094
586,157,4,7236
586,160,5,9600
586,163,1,2031
587,159,4,7532
587,162,5,9970
587,165,1,2105
588,164,5,10340
588,167,1,2179
589,169,1,2253
589,172,2,4728
589,175,3,7425
589,178,4,10344
589,181,5,13485
590,174,2,4876
590,177,3,7647
590,180,4,10640
590,183,5,13855
591,179,3,7869
591,182,4,10936
591,185,5,14225
592,184,4,11232
592,187,5,14595
593,189,5,14965
593,192,1,3104
593,195,2,6430
593,198,3,9978
593,201,4,13748
594,194,1,3178
594,197,2,6578
594,200,3,10200
594,203,4,14044
595,199,2,6726
595,202,3,10422
595,205,4,14340
596,204,3,10644
596,207,4,14636
597,209,4,14932
597,212,5,19220
597,215,1,3955
597,218,2,8132
597,221,3,12531
598,214,5,19590
598,217,1,4029
598,220,2,8280
598,223,3,12753
599,219,1,4103
599,222,2,8428
599,225,3,12975
600,224,2,8576
600,227,3,13197
601,229,3,13419
601,232,4,18336
601,235,5,23475
601,238,1,4806
601,241,2,9834
602,234,4,18632
602,237,5,23845
602,240,1,4880
602,243,2,9982
603,239,5,24215
603,242,1,4954
603,245,2,1130
604,244,1,528
604,247,2,1278
605,249,2,1426
605,252,3,2472
605,255,4,3740
605,258,5,5230
605,261,1,1157
606,254,3,2694
606,257,4,4036
606,260,5,5600
606,263,1,1231
607,259,4,4332
607,262,5,5970
607,265,1,1305
608,264,5,6340
608,267,1,1379
609,269,1,1453
609,272,2,3128
609,275,3,5025
609,278,4,7144
609,281,5,9485
610,274,2,3276
610,277,3,5247
610,280,4,7440
610,283,5,9855
611,279,3,5469
611,282,4,7736
611,285,5,10225
612,284,4,8032
612,287,5,10595
613,289,5,10965
613,292,1,2304
613,295,2,4830
613,298,3,7578
613,301,4,10548
614,294,1,2378
614,297,2,4978
614,300,3,7800
614,303,4,10844
615,299,2,5126
615,302,3,8022
615,305,4,11140
616,304,3,8244
616,307,4,11436
617,309,4,11732
617,312,5,15220
617,315,1,3155
617,318,2,6532
617,121,3,14931
618,314,5,15590
618,317,1,3229
618,320,2,6680
618,123,3,1653
619,319,1,3303
619,122,2,1028
619,125,3,1875
620,124,2,1176
620,127,3,2097
621,129,3,2319
621,132,4,3536
621,135,5,4975
621,138,1,1106
621,141,2,2434
622,134,4,3832
622,137,5,5345
622,140,1,1180
622,143,2,2582
623,139,5,5715
623,142,1,1254
623,145,2,2730
624,144,1,1328
624,147,2,2878
625,149,2,3026
625,152,3,4872
625,155,4,6940
625,158,5,9230
625,161,1,1957
626,154,3,5094
626,157,4,7236
626,160,5,9600
626,163,1,2031
627,159,4,7532
627,162,5,9970
627,165,1,2105
628,164,5,10340
628,167,1,2179
629,169,1,2253
629,172,2,4728
629,175,3,7425
629,178,4,10344
629,181,5,13485
630,174,2,4876
630,177,3,7647
630,180,4,10640
630,183,5,13855
631,179,3,7869
631,182,4,10936
631,185,5,14225
632,184,4,11232
632,187,5,14595
633,189,5,14965
633,192,1,3104
633,195,2,6430
633,198,3,9978
633,201,4,13748
634,194,1,3178
634,197,2,6578
634,200,3,10200
634,203,4,14044
635,199,2,6726
635,202,3,10422
635,205,4,14340
636,204,3,10644
636,207,4,14636
637,209,4,14932
637,212,5,19220
637,215,1,3955
637,218,2,8132
637,221,3,12531
638,214,5,19590
638,217,1,4029
638,220,2,8280
638,223,3,12753
639,219,1,4103
639,222,2,8428
639,225,3,12975
640,224,2,8576
640,227,3,13197
641,229,3,13419
641,232,4,18336
641,235,5,23475
641,238,1,4806
641,241,2,9834
642,234,4,18632
642,237,5,23845
642,240,1,4880
642,243,2,9982
643,239,5,24215
643,242,1,4954
643,245,2,1130
644,244,1,528
644,247,2,1278
645,249,2,1426
645,252,3,2472
645,255,4,3740
645,258,5,5230
645,261,1,1157
646,254,3,2694
646,257,4,4036
646,260,5,5600
646,263,1,1231
647,259,4,4332
647,262,5,5970
647,265,1,1305
648,264,5,6340
648,267,1,1379
649,269,1,1453
649,272,2,3128
649,275,3,5025
649,278,4,7144
649,281,5,9485
650,274,2,3276
650,277,3,5247
650,280,4,7440
650,283,5,9855
651,279,3,5469
651,282,4,7736
651,285,5,10225
652,284,4,8032
652,287,5,10595
653,289,5,10965
653,292,1,2304
653,295,2,4830
653,298,3,7578
653,301,4,10548
654,294,1,2378
654,297,2,4978
654,300,3,7800
654,303,4,10844
655,299,2,5126
655,302,3,8022
655,305,4,11140
656,304,3,8244
656,307,4,11436
657,309,4,11732
657,312,5,15220
657,315,1,3155
657,318,2,6532
657,121,3,14931
658,314,5,15590
658,317,1,3229
658,320,2,6680
658,123,3,1653
659,319,1,3303
659,122,2,1028
659,125,3,1875
660,124,2,1176
660,127,3,2097
661,129,3,2319
661,132,4,3536
661,135,5,4975
661,138,1,1106
661,141,2,2434
662,134,4,3832
662,137,5,5345
662,140,1,1180
662,143,2,2582
663,139,5,5715
663,142,1,1254
663,145,2,2730
664,144,1,1328
664,147,2,2878
665,149,2,3026
665,152,3,4872
665,155,4,6940
665,158,5,9230
665,161,1,1957
666,154,3,5094
666,157,4,7236
666,160,5,9600
666,163,1,2031
667,159,4,7532
667,162,5,9970
667,165,1,2105
668,164,5,10340
668,167,1,2179
669,169,1,2253
669,172,2,4728
669,175,3,7425
669,181,5,13485
670,174,2,4876
670,177,3,7647
670,180,4,10640
670,183,5,13855
671,179,3,7869
671,182,4,10936
671,185,5,14225
672,184,4,11232
672,187,5,14595
673,189,5,14965
673,192,1,3104
673,195,2,6430
673,198,3,9978
673,201,4,13748
674,194,1,3178
674,197,2,6578
674,200,3,10200
674,203,4,14044
675,199,2,6726
675,202,3,10422
675,205,4,14340
676,204,3,10644
676,207,4,14636
677,209,4,14932
677,212,5,19220
677,215,1,3955
677,218,2,8132
677,221,3,12531
678,214,5,19590
678,217,1,4029
678,220,2,8280
678,223,3,12753
679,219,1,4103
679,222,2,8428
679,225,3,12975
680,224,2,8576
680,227,3,13197
681,229,3,13419
681,232,4,18336
681,235,5,23475
681,238,1,4806
681,241,2,9834
682,234,4,18632
682,237,5,23845
682,240,1,4880
682,243,2,9982
683,239,5,24215
683,242,1,4954
683,245,2,1130
684,244,1,528
684,247,2,1278
685,249,2,1426
685,252,3,2472
685,255,4,3740
685,258,5,5230
685,261,1,1157
686,254,3,2694
686,257,4,4036
686,260,5,5600
686,263,1,1231
687,259,4,4332
687,262,5,5970
687,265,1,1305
688,264,5,6340
688,267,1,1379
689,269,1,1453
689,272,2,3128
689,275,3,5025
689,278,4,7144
689,281,5,9485
690,274,2,3276
690,277,3,5247
690,280,4,7440
690,283,5,9855
691,279,3,5469
691,282,4,7736
691,285,5,10225
692,284,4,8032
692,287,5,10595
693,289,5,10965
693,292,1,2304
693,295,2,4830
693,298,3,7578
693,301,4,10548
694,294,1,2378
694,297,2,4978
694,300,3,7800
694,303,4,10844
695,299,2,5126
695,302,3,8022
695,305,4,11140
696,304,3,8244
696,307,4,11436
697,309,4,11732
697,312,5,15220
697,315,1,3155
697,318,2,6532
697,121,3,14931
698,314,5,15590
698,317,1,3229
698,320,2,6680
698,123,3,1653
699,319,1,3303
699,122,2,1028
699,125,3,1875
700,124,2,1176
700,127,3,2097
701,129,3,2319
701,132,4,3536
701,135,5,4975
701,138,1,1106
701,141,2,2434
702,134,4,3832
702,137,5,5345
702,140,1,1180
702,143,2,2582
703,139,5,5715
703,142,1,1254
703,145,2,2730
704,144,1,1328
704,147,2,2878
705,149,2,3026
705,152,3,4872
705,155,4,6940
705,158,5,9230
705,161,1,1957
706,154,3,5094
706,157,4,7236
706,160,5,9600
706,163,1,2031
707,159,4,7532
707,162,5,9970
707,165,1,2105
708,164,5,10340
708,167,1,2179
709,169,1,2253
709,172,2,4728
709,175,3,7425
709,178,4,10344
709,181,5,13485
710,174,2,4876
710,177,3,7647
710,180,4,10640
710,183,5,13855
711,179,3,7869
711,182,4,10936
711,185,5,14225
712,184,4,11232
712,187,5,14595
713,189,5,14965
713,192,1,3104
713,195,2,6430
713,198,3,9978
713,201,4,13748
714,194,1,3178
714,197,2,6578
714,200,3,10200
714,203,4,14044
715,199,2,6726
715,202,3,10422
715,205,4,14340
716,204,3,10644
716,207,4,14636
717,209,4,14932
717,212,5,19220
717,215,1,3955
717,218,2,8132
717,221,3,12531
718,214,5,19590
718,217,1,4029
718,220,2,8280
718,223,3,12753
719,219,1,4103
719,222,2,8428
719,225,3,12975
720,224,2,8576
720,227,3,13197
721,229,3,13419
721,232,4,18336
721,235,5,23475
721,238,1,4806
721,241,2,9834
722,234,4,18632
722,237,5,23845
722,240,1,4880
722,243,2,9982
723,239,5,24215
723,242,1,4954
723,245,2,1130
724,244,1,528
724,247,2,1278
725,249,2,1426
725,252,3,2472
725,255,4,3740
725,258,5,5230
725,261,1,1157
726,254,3,2694
726,257,4,4036
726,260,5,5600
726,263,1,1231
727,259,4,4332
727,262,5,5970
727,265,1,1305
728,264,5,6340
728,267,1,1379
729,269,1,1453
729,272,2,3128
729,275,3,5025
729,278,4,7144
729,281,5,9485
730,274,2,3276
730,277,3,5247
730,280,4,7440
730,283,5,9855
731,279,3,5469
731,282,4,7736
731,285,5,10225
732,284,4,8032
732,287,5,10595
733,289,5,10965
733,292,1,2304
733,295,2,4830
733,298,3,7578
733,301,4,10548
734,294,1,2378
734,297,2,4978
734,300,3,7800
734,303,4,10844
735,299,2,5126
735,302,3,8022
735,305,4,11140
736,304,3,8244
736,307,4,11436
737,309,4,11732
737,312,5,15220
737,315,1,3155
737,318,2,6532
737,121,3,14931
738,314,5,15590
738,317,1,3229
738,320,2,6680
738,123,3,1653
739,319,1,3303
739,122,2,1028
739,125,3,1875
740,124,2,1176
740,127,3,2097
741,129,3,2319
741,132,4,3536
741,135,5,4975
741,138,1,1106
741,141,2,2434
742,134,4,3832
742,137,5,5345
742,140,1,1180
742,143,2,2582
743,139,5,5715
743,142,1,1254
743,145,2,2730
744,144,1,1328
744,147,2,2878
745,149,2,3026
745,152,3,4872
745,155,4,6940
745,158,5,9230
745,161,1,1957
746,154,3,5094
746,157,4,7236
746,160,5,9600
746,163,1,2031
747,159,4,7532
747,162,5,9970
747,165,1,2105
748,164,5,10340
748,167,1,2179
749,169,1,2253
749,172,2,4728
749,175,3,7425
749,178,4,10344
749,181,5,13485
750,174,2,4876
750,177,3,7647
750,180,4,10640
750,183,5,13855
751,179,3,7869
751,182,4,10936
751,185,5,14225
752,184,4,11232
752,187,5,14595
753,189,5,14965
753,192,1,3104
753,195,2,6430
753,198,3,9978
753,201,4,13748
754,194,1,3178
754,197,2,6578
754,200,3,10200
754,203,4,14044
755,199,2,6726
755,202,3,10422
755,205,4,14340
756,204,3,10644
756,207,4,14636
757,209,4,14932
757,212,5,19220
757,215,1,3955
757,218,2,8132
757,221,3,12531
758,214,5,19590
758,217,1,4029
758,220,2,8280
758,223,3,12753
759,219,1,4103
759,222,2,8428
759,225,3,12975
760,224,2,8576
760,227,3,13197
761,229,3,13419
761,232,4,18336
761,235,5,23475
761,238,1,4806
761,241,2,9834
762,234,4,18632
762,237,5,23845
762,240,1,4880
762,243,2,9982
763,239,5,24215
763,242,1,4954
763,245,2,1130
764,244,1,528
764,247,2,1278
765,249,2,1426
765,252,3,2472
765,255,4,3740
765,258,5,5230
765,261,1,1157
766,254,3,2694
766,257,4,4036
766,260,5,5600
766,263,1,1231
767,259,4,4332
767,262,5,5970
767,265,1,1305
768,264,5,6340
768,267,1,1379
769,269,1,1453
769,272,2,3128
769,275,3,5025
769,278,4,7144
769,281,5,9485
770,274,2,3276
770,277,3,5247
770,280,4,7440
770,283,5,9855
771,279,3,5469
771,282,4,7736
771,285,5,10225
772,284,4,8032
772,287,5,10595
773,289,5,10965
773,292,1,2304
773,295,2,4830
773,298,3,7578
773,301,4,10548
774,294,1,2378
774,297,2,4978
774,300,3,7800
774,303,4,10844
775,299,2,5126
775,302,3,8022
775,305,4,11140
776,304,3,8244
776,307,4,11436
777,309,4,11732
777,312,5,15220
777,315,1,3155
777,318,2,6532
777,121,3,14931
778,314,5,15590
778,317,1,3229
778,320,2,6680
778,123,3,1653
779,319,1,3303
779,122,2,1028
779,125,3,1875
780,124,2,1176
780,127,3,2097
781,129,3,2319
781,132,4,3536
781,135,5,4975
781,138,1,1106
781,141,2,2434
782,134,4,3832
782,137,5,5345
782,140,1,1180
782,143,2,2582
783,139,5,5715
783,142,1,1254
783,145,2,2730
784,144,1,1328
784,147,2,2878
785,149,2,3026
785,152,3,4872
785,155,4,6940
785,158,5,9230
785,161,1,1957
786,154,3,5094
786,157,4,7236
786,160,5,9600
786,163,1,2031
787,159,4,7532
787,162,5,9970
787,165,1,2105
788,164,5,10340
788,167,1,2179
789,169,1,2253
789,172,2,4728
789,175,3,7425
789,178,4,10344
789,181,5,13485
790,174,2,4876
790,177,3,7647
790,180,4,10640
790,183,5,13855
791,179,3,7869
791,182,4,10936
791,185,5,14225
792,184,4,11232
792,187,5,14595
793,189,5,14965
793,192,1,3104
793,195,2,6430
793,198,3,9978
793,201,4,13748
794,194,1,3178
794,197,2,6578
794,200,3,10200
794,203,4,14044
795,199,2,6726
795,202,3,10422
795,205,4,14340
796,204,3,10644
796,207,4,14636
797,209,4,14932
797,212,5,19220
797,215,1,3955
797,218,2,8132
797,221,3,12531
798,214,5,19590
798,217,1,4029
798,220,2,8280
798,223,3,12753
799,219,1,4103
799,222,2,8428
799,225,3,12975
800,224,2,8576
800,227,3,13197
801,229,3,13419
801,232,4,18336
801,235,5,23475
801,238,1,4806
801,241,2,9834
802,234,4,18632
802,237,5,23845
802,240,1,4880
802,243,2,9982
803,239,5,24215
803,242,1,4954
803,245,2,1130
804,244,1,528
804,247,2,1278
805,249,2,1426
805,252,3,2472
805,255,4,3740
805,258,5,5230
805,261,1,1157
806,254,3,2694
806,257,4,4036
806,260,5,5600
806,263,1,1231
807,259,4,4332
807,262,5,5970
807,265,1,1305
808,264,5,6340
808,267,1,1379
809,269,1,1453
809,272,2,3128
809,275,3,5025
809,278,4,7144
809,281,5,9485
810,274,2,3276
810,277,3,5247
810,280,4,7440
810,283,5,9855
811,279,3,5469
811,282,4,7736
811,285,5,10225
812,284,4,8032
812,287,5,10595
813,289,5,10965
813,292,1,2304
813,295,2,4830
813,298,3,7578
813,301,4,10548
814,294,1,2378
814,297,2,4978
814,300,3,7800
814,303,4,10844
815,299,2,5126
815,302,3,8022
815,305,4,11140
816,304,3,8244
816,307,4,11436
817,309,4,11732
817,312,5,15220
817,315,1,3155
817,318,2,6532
817,121,3,14931
818,314,5,15590
818,317,1,3229
818,320,2,6680
818,123,3,1653
819,319,1,3303
819,122,2,1028
819,125,3,1875
820,124,2,1176
820,127,3,2097
821,129,3,2319
821,132,4,3536
821,135,5,4975
821,138,1,1106
821,141,2,2434
822,134,4,3832
822,137,5,5345
822,140,1,1180
822,143,2,2582
823,139,5,5715
823,142,1,1254
823,145,2,2730
824,144,1,1328
824,147,2,2878
825,149,2,3026
825,152,3,4872
825,155,4,6940
825,158,5,9230
825,161,1,1957
826,154,3,5094
826,157,4,7236
826,160,5,9600
826,163,1,2031
827,159,4,7532
827,162,5,9970
827,165,1,2105
828,164,5,10340
828,167,1,2179
829,169,1,2253
829,172,2,4728
829,175,3,7425
829,178,4,10344
829,181,5,13485
830,174,2,4876
830,177,3,7647
830,180,4,10640
830,183,5,13855
831,179,3,7869
831,182,4,10936
831,185,5,14225
832,184,4,11232
832,187,5,14595
833,189,5,14965
833,192,1,3104
833,195,2,6430
833,198,3,9978
833,201,4,13748
834,194,1,3178
834,197,2,6578
834,200,3,10200
834,203,4,14044
835,199,2,6726
835,202,3,10422
835,205,4,14340
836,204,3,10644
836,207,4,14636
837,209,4,14932
837,212,5,19220
837,215,1,3955
837,218,2,8132
837,221,3,12531
838,214,5,19590
838,217,1,4029
838,220,2,8280
838,223,3,12753
839,219,1,4103
839,222,2,8428
839,225,3,12975
840,224,2,8576
840,227,3,13197
841,229,3,13419
841,232,4,18336
841,235,5,23475
841,238,1,4806
841,241,2,9834
842,234,4,18632
842,237,5,23845
842,240,1,4880
842,243,2,9982
843,239,5,24215
843,242,1,4954
843,245,2,1130
844,244,1,528
844,247,2,1278
845,249,2,1426
845,252,3,2472
845,255,4,3740
845,258,5,5230
845,261,1,1157
846,254,3,2694
846,257,4,4036
846,260,5,5600
846,263,1,1231
847,259,4,4332
847,262,5,5970
847,265,1,1305
848,264,5,6340
848,267,1,1379
849,269,1,1453
849,272,2,3128
849,275,3,5025
849,278,4,7144
849,281,5,9485
850,274,2,3276
850,277,3,5247
850,280,4,7440
850,283,5,9855
851,279,3,5469
851,282,4,7736
851,285,5,10225
852,284,4,8032
852,287,5,10595
853,289,5,10965
853,292,1,2304
853,295,2,4830
853,298,3,7578
853,301,4,10548
854,294,1,2378
854,297,2,4978
854,300,3,7800
854,303,4,10844
855,299,2,5126
855,302,3,8022
855,305,4,11140
856,304,3,8244
856,307,4,11436
857,309,4,11732
857,312,5,15220
857,315,1,3155
857,318,2,6532
857,121,3,14931
858,314,5,15590
858,317,1,3229
858,320,2,6680
858,123,3,1653
859,319,1,3303
859,122,2,1028
859,125,3,1875
860,124,2,1176
860,127,3,2097
861,129,3,2319
861,132,4,3536
861,135,5,4975
861,138,1,1106
861,141,2,2434
862,134,4,3832
862,137,5,5345
862,140,1,1180
862,143,2,2582
863,139,5,5715
863,142,1,1254
863,145,2,2730
864,144,1,1328
864,147,2,2878
865,149,2,3026
865,152,3,4872
865,155,4,6940
865,158,5,9230
865,161,1,1957
866,154,3,5094
866,157,4,7236
866,160,5,9600
866,163,1,2031
867,159,4,7532
867,162,5,9970
867,165,1,2105
868,164,5,10340
868,167,1,2179
869,169,1,2253
869,172,2,4728
869,175,3,7425
869,178,4,10344
869,181,5,13485
870,174,2,4876
870,177,3,7647
870,180,4,10640
870,183,5,13855
871,179,3,7869
871,182,4,10936
871,185,5,14225
872,184,4,11232
872,187,5,14595
873,189,5,14965
873,192,1,3104
873,195,2,6430
873,198,3,9978
873,201,4,13748
874,194,1,3178
874,197,2,6578
874,200,3,10200
874,203,4,14044
875,199,2,6726
875,202,3,10422
875,205,4,14340
876,204,3,10644
876,207,4,14636
877,209,4,14932
877,212,5,19220
877,215,1,3955
877,218,2,8132
877,221,3,12531
878,214,5,19590
878,217,1,4029
878,220,2,8280
878,223,3,12753
879,219,1,4103
879,222,2,8428
879,225,3,12975
880,224,2,8576
880,227,3,13197
881,229,3,13419
881,232,4,18336
881,235,5,23475
881,238,1,4806
881,241,2,9834
882,234,4,18632
882,237,5,23845
882,240,1,4880
882,243,2,9982
883,239,5,24215
883,242,1,4954
883,245,2,1130
884,244,1,528
884,247,2,1278
885,249,2,1426
885,252,3,2472
885,255,4,3740
885,258,5,5230
885,261,1,1157
886,254,3,2694
886,257,4,4036
886,260,5,5600
886,263,1,1231
887,259,4,4332
887,262,5,5970
887,265,1,1305
888,264,5,6340
888,267,1,1379
889,269,1,1453
889,272,2,3128
889,275,3,5025
889,278,4,7144
889,281,5,9485
890,274,2,3276
890,277,3,5247
890,280,4,7440
890,283,5,9855
891,279,3,5469
891,282,4,7736
891,285,5,10225
892,284,4,8032
892,287,5,10595
893,289,5,10965
893,292,1,2304
893,295,2,4830
893,298,3,7578
893,301,4,10548
894,294,1,2378
894,297,2,4978
894,300,3,7800
894,303,4,10844
895,299,2,5126
895,302,3,8022
895,305,4,11140
896,304,3,8244
896,307,4,11436
897,309,4,11732
897,312,5,15220
897,315,1,3155
897,318,2,6532
897,121,3,14931
898,314,5,15590
898,317,1,3229
898,320,2,6680
898,123,3,1653
899,319,1,3303
899,122,2,1028
899,125,3,1875
900,124,2,1176
900,127,3,2097
901,129,3,2319
901,132,4,3536
901,135,5,4975
901,138,1,1106
901,141,2,2434
902,134,4,3832
902,137,5,5345
902,140,1,1180
902,143,2,2582
903,139,5,5715
903,142,1,1254
903,145,2,2730
904,144,1,1328
904,147,2,2878
905,149,2,3026
905,152,3,4872
905,155,4,6940
905,158,5,9230
905,161,1,1957
906,154,3,5094
906,157,4,7236
906,160,5,9600
906,163,1,2031
907,159,4,7532
907,162,5,9970
907,165,1,2105
908,164,5,10340
908,167,1,2179
909,169,1,2253
909,172,2,4728
909,175,3,7425
909,178,4,10344
909,181,5,13485
910,174,2,4876
910,177,3,7647
910,180,4,10640
910,183,5,13855
911,179,3,7869
911,182,4,10936
911,185,5,14225
912,184,4,11232
912,187,5,14595
913,189,5,14965
913,192,1,3104
913,195,2,6430
913,198,3,9978
913,201,4,13748
914,194,1,3178
914,197,2,6578
914,200,3,10200
914,203,4,14044
915,199,2,6726
915,202,3,10422
915,205,4,14340
916,204,3,10644
916,207,4,14636
917,215,1,3955
917,218,2,8132
917,221,3,12531
918,214,5,19590
918,217,1,4029
918,220,2,8280
918,223,3,12753
919,219,1,4103
919,222,2,8428
919,225,3,12975
920,224,2,8576
920,227,3,13197
921,229,3,13419
921,232,4,18336
921,235,5,23475
921,238,1,4806
921,241,2,9834
922,234,4,18632
922,237,5,23845
922,240,1,4880
922,243,2,9982
923,239,5,24215
923,242,1,4954
923,245,2,1130
924,244,1,528
924,247,2,1278
925,249,2,1426
925,252,3,2472
925,255,4,3740
925,258,5,5230
925,261,1,1157
926,254,3,2694
926,257,4,4036
926,260,5,5600
926,263,1,1231
927,259,4,4332
927,262,5,5970
927,265,1,1305
928,264,5,6340
928,267,1,1379
